,date,id,rawContent,username,likeCount,retweetCount,inReplyToUser,media,rawContent_eng
589,2022-09-05 11:12:20+00:00,1566746044335099904,"Los tres peores gobiernos argentinos desde 1930 hasta este 2022 fueron no-peronistas, en este orden: 1) El Proceso 1976-1983; 2) Macri 2015-2019; 3) Alfonsín 1983-1989. Téngase presente.",CarlosMaslaton,5913,682,,,"The three worst Argentine governments from 1930 to 2022 were non-Peronists, in this order: 1) The Process 1976-1983; 2) Macri 2015-2019; 3) Alfonsin 1983-1989. Keep in mind."
590,2022-09-05 10:51:56+00:00,1566740910972588033,".@SergioMassa Estimado Massa, bien pero espero puedas pasar rápido a un mercado libre y flotante de cambios que salvará a la Nación. Arreglos como este del ""dólar-soja"" sabés cuándo se hacían? En la era del colonialismo cuando reinaba el mercantilismo de los monarcas absolutos.",CarlosMaslaton,213,13,,,".@SergioMassa Dear Massa, good but I hope you can move quickly to a free and floating exchange market that will save the Nation. Do you know when arrangements like this ""dollar-soy"" were made? In the era of colonialism when the mercantilism of absolute monarchs reigned."
591,2022-09-05 10:47:49+00:00,1566739873159155712,"El liberal gorila es tan enfermo que, tras declarar que la decadencia argentina empezó en 1930 o en 1943 y que todo es culpa del peronismo, no puede siquiera ver que el mejor y el único gobierno liberal desde entonces fue peronista: el del gran Carlos Menem, 1989-1999.",CarlosMaslaton,621,41,,,"The liberal gorilla is so sick that, after declaring that Argentina's decadence began in 1930 or 1943 and that it is all the fault of Peronism, he cannot even see that the best and only liberal government since then was Peronist: that of the great Carlos Menem. , 1989-1999."
592,2022-09-05 03:32:45+00:00,1566630388910460929,".@SergioMassa Estimado Massa, con este enjuague que armaste con el dólar-soja, diste un leve paso adelante para salir del colectivismo medieval y te metiste en el mercantilismo del siglo XVII. Parecés Jean-Baptiste Colbert, pero avanzá 300 años más y convertite en Ludwig Erhard.",CarlosMaslaton,422,25,,,".@SergioMassa Dear Massa, with this mouthwash you put together with soy-dollar, you took a slight step forward out of medieval collectivism and into 17th century mercantilism. You look like Jean-Baptiste Colbert, but go forward 300 years and become Ludwig Erhard."
593,2022-09-05 03:11:21+00:00,1566625002497138690,"Señores, esto pasó hace 34 años, con esta propaganda la izquierda ganó el plebiscito de 1988 contra Pinochet. Hoy se dio la inversa, con la derrota de la izquierda. Chile muestra al final ser un país que rechaza el totalitarismo de cualquier signo. https://t.co/kyGBknjQhd",CarlosMaslaton,89,10,,,"Gentlemen, this happened 34 years ago, with this propaganda the left won the 1988 plebiscite against Pinochet. Today the reverse occurred, with the defeat of the left. In the end, Chile shows itself to be a country that rejects totalitarianism of any kind. https://t.co/kyGBknjQhd"
594,2022-09-05 02:15:50+00:00,1566611031606296576,"Bolcheviques chilenos, no les da vergüenza haber perdido el plebiscito por una diferencia mucho mayor que la de la derrota de Pinochet en el plebiscito de 1988? Han sido masacrados en las urnas por escribir pelotudeces en la Constitución.",CarlosMaslaton,800,76,,,"Chilean Bolsheviks, aren't you ashamed of having lost the plebiscite by a much greater difference than Pinochet's defeat in the 1988 plebiscite? They have been massacred at the polls for writing nonsense in the Constitution."
595,2022-09-05 01:33:00+00:00,1566600251309375488,"Números de Fibonacci que no fallan: 55 años desde la ""revolución en libertad"" de Eduardo Frei pre Unidad Popular; 34 años del plebiscito de Chile de la alegría ya viene; 13 años perfectos de bear market; hoy victoria ideológica opuesta a esos tres momentos históricos.",CarlosMaslaton,89,6,,,"Fibonacci numbers that do not fail: 55 years since the ""revolution in freedom"" of Eduardo Frei pre Unidad Popular; 34 years of the plebiscite of Chile of joy is coming; 13 perfect years of bear market; today an ideological victory opposed to those three historical moments."
596,2022-09-05 01:23:16+00:00,1566597799461801984,Para todos los liberales y derechistas de la Argentina: no hemos sido país comunista perteneciente a la Tercera Internacional solo gracias a que así lo impidió el peronismo. Perón y Evita salvaron a la Argentina del comunismo. Con tantos europeos bolches estábamos perdidos.,CarlosMaslaton,1244,135,,,For all the liberals and rightists in Argentina: we have not been a communist country belonging to the Third International only thanks to the fact that Peronism prevented it from doing so. Perón and Evita saved Argentina from communism. With so many Bolsch Europeans we were lost.
597,2022-09-05 00:14:03+00:00,1566580384464130049,"Chile, qué boludos son los comunistas. Cómo se les ocurre escribir tantas pelotudeces juntas en una Constitución. Hubieran hecho una de contenido peronista y se aprobaba caminando. Los bolches no aprenden más.",CarlosMaslaton,1962,166,,,"Chile, how stupid are the communists. How do they think of writing so many bollocks together in a Constitution. They would have made one of Peronist content and it was approved on foot. The Bolsheviks do not learn more."
598,2022-09-04 22:55:20+00:00,1566560572912590850,"Peso chileno me dicen? No, para nada, lo veo al alza, en 780, no depreciándose. Mientras no se supere 920.",CarlosMaslaton,80,1,,,"Chilean peso tell me? No, not at all, I see it rising, at 780, not depreciating. As long as 920 is not exceeded."
599,2022-09-04 22:44:07+00:00,1566557751895105537,"Parece que zafamos en Chile, derrota del marxismo, pero es repugnante el comportamiento de los chilenos en el exterior, más bolches imposible. Siempre dije que Boric no podría ser la Unidad Popular de 1970 aunque quisiera. Chile resumirá tendencia bullish tras largo bear market.",CarlosMaslaton,346,27,,,"It seems that we have escaped in Chile, defeat of Marxism, but the behavior of Chileans abroad is disgusting, more Bolches impossible. I always said that Boric couldn't be the Popular Unity of 1970 even if he wanted to. Chile will resume bullish trend after long bear market."
600,2022-09-04 22:28:51+00:00,1566553909161852931,"Ya varios foristas lo advirtieron pero sí, este domingo he decretado y aplicado amnistía general Twitter en ocasión de los 200 mil followers. Todas las cuentas desbloqueadas.",CarlosMaslaton,1829,32,,,"Several forum members have already warned about it, but yes, this Sunday I have decreed and applied a general amnesty on Twitter for the 200,000 followers. All accounts unlocked."
601,2022-09-04 22:19:41+00:00,1566551599828594688,"Tremendo acuchillamiento masivo esta tarde en Canadá. En la provincia de Saskatchwan, van 10 muertos y 15 heridos en el hospital, dos sospechosos, se desconocen móviles pero puedo deducirlos, sigo atentamente los acontecimientos.",CarlosMaslaton,232,13,,,"Tremendous mass stabbing this afternoon in Canada. In the province of Saskatchwan, there are 10 dead and 15 injured in the hospital, two suspects, motives are unknown but I can deduce them, I am closely following events."
602,2022-09-04 18:05:09+00:00,1566487543973126151,"Es caso por caso, así me dirijo a o hablo sobre las mujeres: presidenta, gerenta, asistente, estudiante, maestra, profesora, odontóloga, médica, abogada, jugadora, camarera, novia, esposa, amante...",CarlosMaslaton,790,35,,,"It is case by case, this is how I address or talk about women: president, manager, assistant, student, teacher, dentist, doctor, lawyer, player, waitress, girlfriend, wife, lover..."
603,2022-09-04 17:48:43+00:00,1566483410029273095,"@databord Hablando de Sao Tome e Principe, en 1979 capto desde Buenos Aires la emisora oficial de ese nuevo pais, con la consigna: ""o banho diario e fundamental para o corpo"".",CarlosMaslaton,74,4,,,"@databord Speaking of Sao Tome and Principe, in 1979 the official radio station of that new country was picked up from Buenos Aires, with the slogan: ""the daily banho is essential for the body""."
604,2022-09-04 13:50:11+00:00,1566423379963428865,"Soy el argentino más liberal que existe, desde siempre, y tengo plena conciencia de que actualmente estoy combatido por la opinión pública ""liberal"". Pero no importa, estoy acostumbrado. Lo mismo sucedió en 1976, en 1983, en 1990, en 2002, en 2015. No pasa nada, está todo bien.",CarlosMaslaton,1234,39,,,"I am the most liberal Argentine that exists, since always, and I am fully aware that I am currently being fought by ""liberal"" public opinion. But it doesn't matter, I'm used to it. The same thing happened in 1976, in 1983, in 1990, in 2002, in 2015. Nothing happens, everything is fine."
605,2022-09-03 23:52:01+00:00,1566212450621480967,"Los ""incidentes"" del jueves a la noche en torno de Cristina Kirchner muestran una vez más que la realidad no existe como tal sino que es una función derivada de la visión ideológica y de los intereses políticos de cada uno, salvo mínimas excepciones como yo.",CarlosMaslaton,773,32,,,"The ""incidents"" on Thursday night around Cristina Kirchner show once again that reality does not exist as such but is a function derived from the ideological vision and political interests of each one, with few exceptions like me."
606,2022-09-03 22:08:19+00:00,1566186351426420745,@dieguf12 0 Followers. Septiembre 2022.,CarlosMaslaton,8,0,,,@dieguf12 0 Followers. September 2022.
607,2022-09-03 21:48:53+00:00,1566181463745351683,"Es Presidenta y no Presidente. Yo a Isabel Perón en 1974 le decía Presidenta. Hace medio siglo. También hablo de Gerenta si estoy en una empresa y es una mujer. No hay que buscar roña con cualquier cosa. Y hablo en español, no en inclusivo.",CarlosMaslaton,15277,836,,,"She is President and not President. I called Isabel Perón in 1974 President. Half a century ago. I also talk about a Manager if I am in a company and she is a woman. You don't have to look for scabs with anything. And I speak in Spanish, not inclusive."
608,2022-09-03 14:50:58+00:00,1566076288162578435,"Puteen todo lo que quieran pero lo sufrido por Cristina Kirchner fue tentativa de homicidio. No hay ningún montaje de parte de víctima apuntada ni de su equipo político. El hecho fue real, imposible haya sido actuado, ni desde lo técnico ni desde lo político. Mantengo mi opinión.",CarlosMaslaton,9508,752,,,"Whore all you want but what Cristina Kirchner suffered was attempted murder. There is no montage on the part of the targeted victim or her political team. The fact was real, it was impossible to have been acted on, neither from the technical nor from the political. I stand by my opinion."
609,2022-09-03 14:40:16+00:00,1566073597709500416,"Por razones de política interna, sufro fuerte difamación por parte de sujetos que se autodenominan libertarios. Me imputan militar para otros partidos o intereses. Pero yo soy el liberalismo mismo. Nunca iré a ningún cargo público como no sea el de Presidente de la Nación.",CarlosMaslaton,1451,60,,,"For reasons of internal politics, I suffer strong defamation from subjects who call themselves libertarians. They accuse me of being a soldier for other parties or interests. But I am liberalism itself. I will never go to any public office other than President of the Nation."
610,2022-09-03 14:28:48+00:00,1566070711260684291,"El fascismo y el nazismo detestaron siempre al liberalismo más que al mismísimo marxismo-leninismo. En los últimos años, con el poco feliz cambio de denominación de liberal a libertario, nazis y fascistas decidieron recalar en nuestra ideología. Milei sufre infiltración fascista.",CarlosMaslaton,1186,112,,,"Fascism and Nazism have always hated liberalism more than Marxism-Leninism itself. In recent years, with the unfortunate change of name from liberal to libertarian, Nazis and fascists decided to settle on our ideology. Milei suffers fascist infiltration."
611,2022-09-03 13:15:29+00:00,1566052261209456640,"Aquí, la entrevista que me realizara Maia Kov esta semana, realmente muy divertida (para mi): https://t.co/nBLvJWViqM",CarlosMaslaton,42,4,,,"Here, the interview that Maia Kov will do with me this week, really funny (for me): https://t.co/nBLvJWViqM"
612,2022-09-03 10:09:28+00:00,1566005447584321537,El liberalismo argentino se ha llenado de fascistas y de negadores de la democracia en los últimos meses. Estamos sufriendo infiltración de extraviados mentales de la ultraderecha delirante. Debemos actuar rápido para salvar nuestra ideología y proyecto político.,CarlosMaslaton,3526,243,,,Argentine liberalism has been filled with fascists and deniers of democracy in recent months. We are suffering from infiltration by delusional far-right mental deviants. We must act quickly to save our ideology and political project.
613,2022-09-02 22:38:23+00:00,1565831529489735681,"Give me one more chance
And you'll be satisfied
Give me two more chances
You won't be denied
Well, my heart is where it's always been
My head is somewhere in between
Give me one more chance
Let me be your lover tonight",CarlosMaslaton,239,17,,,"Give me one more chance
And you'll be satisfied
Give me two more chances
You won't be denied
Well, my heart is where it's always been
My head is somewhere in between
Give me one more chance
Let me be your lover tonight"
614,2022-09-02 18:02:21+00:00,1565762063514968068,Mis declaraciones hoy para Radio Futuro de Chaco: https://t.co/OHSietDw4F,CarlosMaslaton,65,3,,,My statements today for Radio Futuro de Chaco: https://t.co/OHSietDw4F
615,2022-09-02 13:57:57+00:00,1565700560648654849,"A pesar del estado de gravedad institucional en que nos encontramos, debo de todos modos manifestarlo en este día: Friday I'm in Love.",CarlosMaslaton,7792,883,,,"Despite the state of institutional gravity in which we find ourselves, I must still express it on this day: Friday I'm in Love."
616,2022-09-02 13:55:01+00:00,1565699822719475713,"Si yo fuese antiperonista, que no lo soy ni lo quiero ser, evitaría a cualquier precio la repetición histórica de un 17 de octubre. Cómo se les ocurrió que un juicio ""ejemplificador"" a CFK, en el país de los grandes chorros ""empresarios"" podría no producir esta reacción?",CarlosMaslaton,2334,240,,,"If I were an anti-Peronist, which I am not and I do not want to be, I would avoid at any price the historical repetition of October 17. How did it occur to them that an ""exemplary"" trial of CFK, in the country of the big ""business"" jets, might not produce this reaction?"
617,2022-09-02 12:36:52+00:00,1565680156743720960,"Estoy muy preocupado por la degradación de la militancia ""liberal"" argentina. Tenemos hoy más segregacionistas y racistas que en 1945, más fusiladores que en 1955, más antidemocráticos y fascistas que en 1976. Limpiaremos nuestro sector político de semejantes indeseables.",CarlosMaslaton,9507,846,,,"I am very concerned about the degradation of the Argentine ""liberal"" militancy. Today we have more segregationists and racists than in 1945, more riflemen than in 1955, more anti-democrats and fascists than in 1976. We will cleanse our political sector of similar undesirables."
618,2022-09-02 12:17:41+00:00,1565675327212462081,"Es hora de llamar a la reconciliación política nacional. La Argentina necesita un nuevo pacto democrático de convivencia alla 1972 ó 1982. Debe incluir una ley de amnistía política total. El gorilismo está perdiendo su pulseada ""justiciera"" otra vez y ha reactivado al Movimiento.",CarlosMaslaton,1853,142,,,"It is time to call for national political reconciliation. Argentina needs a new democratic pact for coexistence back in 1972 or 1982. It must include a total political amnesty law. Gorilism is losing its ""justice"" wrestling again and has reactivated the Movement."
619,2022-09-02 03:09:46+00:00,1565537438155640832,"Estoy espantado por la cantidad de gente que dice que: 1) Fue un autoatentado propagandístico de CFK; 2) Lástima que no salió la bala. Condeno que los que semejantes delirios expresan lo hagan invocando el ""liberalismo"", son una manga de fascistas y enemigos de la democracia.",CarlosMaslaton,26580,3587,,,"I am shocked by the number of people who say that: 1) It was a CFK propaganda self-attack; 2) Too bad the bullet didn't come out. I condemn that those who express such delusions do so by invoking ""liberalism"", they are a bunch of fascists and enemies of democracy."
620,2022-09-02 01:02:42+00:00,1565505463659241472,"Gravísimo el atentado contra Cristina Kirchner. Fracasó, pero quién la mandó a matar? No da resultado liquidar adversarios políticos en pleno siglo XXI. Que se clarifique rápido este desastre.",CarlosMaslaton,11241,881,,,"The attack against Cristina Kirchner is very serious. She failed, but who sent her to kill? It does not work to liquidate political adversaries in the 21st century. Let this disaster be cleared up quickly."
621,2022-09-01 20:20:15+00:00,1565434380662849536,"El gorilismo argentino es tan burro que cree que el edificio racionalista de la 9 de Julio del Ministerio de Obras Públicas es obra del peronismo. Manga de caballos, es de la década conservadora, del gobierno de Agustín P. Justo, arquitectos  Belgrano Blanco y Martínez de Hoz.",CarlosMaslaton,2296,173,,,"The Argentine gorilla is so dumb that it believes that the rationalist building of the 9 de Julio of the Ministry of Public Works is the work of Peronism. Manga de caballos, is from the conservative decade, from the government of Agustín P. Justo, architects Belgrano Blanco and Martínez de Hoz."
622,2022-09-01 19:47:23+00:00,1565426111516999682,"Mi ""incidente"" con las Madres de Plaza de Mayo, por MDZ. https://t.co/E5tIN9yx1a",CarlosMaslaton,41,2,,,"My ""incident"" with the Mothers of Plaza de Mayo, by MDZ. https://t.co/E5tIN9yx1a"
623,2022-09-01 19:17:24+00:00,1565418565188083713,Tres términos o frases que se exclaman sobre el comportamiento de los mercados y que solo encubren ignorancia frente a lo ocurrido: 1) toma de ganancias; 2) overshooting; 3) rebote del gato muerto. Todos estos conceptos no tienen ningún sentido financiero real.,CarlosMaslaton,125,15,,,Three terms or phrases that are exclaimed about the behavior of the markets and that only conceal ignorance regarding what happened: 1) taking profits; 2) overshooting; 3) dead jack bounce. All of these concepts don't make any real financial sense.
624,2022-09-01 18:32:38+00:00,1565407297089724417,"Juego fuertemente contra los miedos financieros, y los temores políticos, de Rubinstein y Massa. Ellos están haciendo gran esfuerzo de gestión, pero creen que las cosas están peores de lo que están. Inclusive temen a la hiperinflación, yo la descarto 100% en esta instancia.",CarlosMaslaton,159,7,,,"I play hard against the financial fears, and the political fears, of Rubinstein and Massa. They are making a great management effort, but they believe that things are worse than they are. They even fear hyperinflation, I rule it out 100% in this instance."
625,2022-09-01 18:29:02+00:00,1565406391669596160,"La revalorización del dólar peso de las últimas semanas, de 355 a 275 (actual 282), es una de las más importantes desde noviembre de 2001 cuando se inicia el actual modelo no-convertible. Está en pleno desarrollo y marca cambio de tendencia importante. Muy bullish Argentina.",CarlosMaslaton,240,14,,,"The revaluation of the dollar peso in recent weeks, from 355 to 275 (currently 282), is one of the most important since November 2001 when the current non-convertible model began. It is in full development and marks an important change in trend. Very bullish Argentina."
626,2022-09-01 17:19:03+00:00,1565388780411961345,Masacre bullish el peso argentino de papel falsificado. Veremos 251.,CarlosMaslaton,388,12,,,Bullish massacre of the Argentine counterfeit paper peso. We will see 251.
627,2022-09-01 16:43:05+00:00,1565379729192001537,"En el total de mi vida, tomé 51400 taxis y 17700 colectivos urbanos y suburbanos y buses de media y larga distancia. Error +/- 1,5%. También tomé 1850 vuelos de avión desde la década del '60 hasta la actualidad y 65 helicópteros. Circulo, sin parar, por todas partes.",CarlosMaslaton,4570,123,,,"In the total of my life, I took 51,400 taxis and 17,700 urban and suburban buses and medium and long-distance buses. Error +/- 1.5%. I also took 1,850 airplane flights from the 1960s to the present and 65 helicopters. I circle, non-stop, everywhere."
628,2022-09-01 16:25:14+00:00,1565375236257857536,"Mis declaraciones sobre la actualidad argentina para el Instituto Crónica, en este link: https://t.co/48hzAA6yY8",CarlosMaslaton,30,3,,,"My statements on current affairs in Argentina for the Chronicle Institute, at this link: https://t.co/48hzAA6yY8"
629,2022-09-01 08:17:06+00:00,1565252394442788869,".@SergioMassa Estimado Massa, hay que hacer algo en Argentina para que se entienda y se acepte que el emisor de la moneda no puede determinar técnicamente la cotización de la moneda que emite, aunque quiera. El error actual, que data de 2011, frena nuestro crecimiento económico.",CarlosMaslaton,306,25,,,".@SergioMassa Dear Massa, something must be done in Argentina so that it is understood and accepted that the issuer of the currency cannot technically determine the price of the currency it issues, even if it wants to. The current error, which dates back to 2011, slows down our economic growth."
630,2022-09-01 01:57:42+00:00,1565156916342525954,https://t.co/xbBA2dWEwD,CarlosMaslaton,37,1,,,https://t.co/xbBA2dWEwD
631,2022-09-01 01:32:00+00:00,1565150446460833793,"Tengo fascinación por dormir dentro de los aeropuertos, en hoteles ubicados en los aeropuertos mismos, no enfrente ni a tres cuadras sino dentro de los pisos de una terminal de aeropuerto. Este 29/9 dormiré en el hotel del aeropuerto de Fiumicino, Roma.",CarlosMaslaton,746,15,,,"I have a fascination for sleeping inside airports, in hotels located in the airports themselves, not in front or three blocks but inside the floors of an airport terminal. This 9/29 I will sleep at the hotel at Fiumicino airport, Rome."
632,2022-09-01 01:12:39+00:00,1565145579189051392,"Mi respuesta al legislador panoligarca de García Moritán, punto de Sombrilla Larreta, al querer derrumbar el edificio racionalista de la 9 de Julio del Ministerio de Obras Públicas, levantada por C5N: https://t.co/XA197wfszx",CarlosMaslaton,179,13,,,"My response to the panoligarca legislator of García Moritán, point of Sombrilla Larreta, for wanting to demolish the rationalist building of the Ministry of Public Works on July 9, built by C5N: https://t.co/XA197wfszx"
633,2022-08-31 22:30:13+00:00,1565104701221257216,@emagjj9 No esta alejada. Ya verás.,CarlosMaslaton,7,0,,,@emagjj9 It's not far away. You will see.
634,2022-08-31 18:44:31+00:00,1565047899658010628,"Me preguntan por qué iba a ir a la radio de las Madres de Plaza de Mayo, donde me invitaron y me desinvitaron. Señores, si hace falta voy a la radio de Hezbollah, del Ayatollah Khomeini, de Abu Bakr al Baghdadi o de Bin Laden. O a la de Kim Il Sung, el Che Guevara o Adolf Hitler.",CarlosMaslaton,601,24,,,"They ask me why I would go to the radio station of the Mothers of the Plaza de Mayo, where they invited me and uninvited me. Gentlemen, if necessary I go to the radio of Hezbollah, of Ayatollah Khomeini, of Abu Bakr al Baghdadi or of Bin Laden. Or that of Kim Il Sung, Che Guevara or Adolf Hitler."
635,2022-08-31 18:28:14+00:00,1565043805438484480,"Calaca Roja Espert debe ser retirado de la política argentina. Ha causado extremo daño al liberalismo quedándose con plata blanca y barrani de las campañas. Y ojo con Karina Milei que parece de la misma escuela, no para de garronear a cualquiera y mal. https://t.co/GlC7dzaOM3",CarlosMaslaton,138,18,,,"Calaca Roja Espert must be withdrawn from Argentine politics. He has caused extreme damage to liberalism by taking white money and barrani from the campaigns. And be careful with Karina Milei who seems to be from the same school, she doesn't stop garroning anyone and badly. https://t.co/GlC7dzaOM3"
636,2022-08-31 15:46:41+00:00,1565003149290651660,"Todo es cuestión de esperar hasta que se confirme. He advertido reiteradamente acerca de Calaca Roja Espert. No hace política, solo busca plata en base maniobras declarativas y a amenazas. El gran empresario nacional Teddy Karagozian lo cuenta aquí, no falla:",CarlosMaslaton,300,41,,,"It's all a matter of waiting until it's confirmed. I have repeatedly warned about Calaca Roja Espert. He does not do politics, he only seeks money based on declarative maneuvers and threats. The great national businessman Teddy Karagozian tells it here, he does not fail:"
637,2022-08-31 14:15:25+00:00,1564980180816433152,"El crash bajista de la libra esterlina que viene desde el 2008 y, en especial, el reciente de los últimos 15 meses, es mayor a cualquier otro anterior. Es un regalo Inglaterra en estos momentos, cuesta la mitad que década y media atrás. Pero debería pegar la vuelta ya.",CarlosMaslaton,94,4,,,"The bearish crash of the pound sterling that has come since 2008 and, especially, the recent one in the last 15 months, is greater than any previous one. England is a gift right now, it costs half as much as a decade and a half ago. But it should turn around now."
638,2022-08-31 13:30:48+00:00,1564968950936526848,"En una madrugada de febrero de 1996 fui a la guardia de la Facultad de Odontología. Estaban esperando Hebe de Bonafini y Sergio Schoklender. A Schoklender yo lo conocía de la cárcel de Devoto y nos saludamos cordialmente. Hebe de Bonafini, desamable, no me quiso saludar.",CarlosMaslaton,384,15,,,"One early morning in February 1996 I went to the guard at the Faculty of Dentistry. Hebe de Bonafini and Sergio Schoklender were waiting. I knew Schoklender from the Devoto prison and we greeted each other cordially. Hebe de Bonafini, rude, didn't want to greet me."
639,2022-08-31 13:24:39+00:00,1564967405427859463,"La división territorial del país al infinito, sobre la base de la ideología municipalista, es contraria al liberalismo, a la reducción del gasto y de los impuestos y al libre mercado que atacan regulaciones y controles. Son más cargos y más comunistas que lo dirigen todo.",CarlosMaslaton,126,9,,,"The territorial division of the country to infinity, based on the municipalist ideology, is contrary to liberalism, to the reduction of spending and taxes and to the free market that attacks regulations and controls. There are more posts and more communists who run everything."
640,2022-08-31 13:21:46+00:00,1564966678273970176,"La CABA multiplicó por 9 el gasto público en términos reales con respecto a la Municipalidad. Advertí a principios de los 90s que el proyecto de autonomía solo serviría para multiplicar gastos, impuestos y regulaciones comunistas. Se dio todo.",CarlosMaslaton,330,37,,,"The CABA multiplied by 9 public spending in real terms with respect to the Municipality. I warned in the early 90s that the autonomy project would only serve to multiply communist spending, taxes and regulations. Everything was given."
641,2022-08-31 13:10:31+00:00,1564963848049856513,En 1987-1991 fui el único concejal en defender que la Intendencia de Buenos Aires siguiera siendo un nombramiento del Presidente y me opuse a toda autonomía. La CABA degradó en antro comunista dirigido por Sombrilla Larreta. CFK es correcto que pida ahora el colapso de la CABA.,CarlosMaslaton,1126,111,,,In 1987-1991 I was the only councilor to defend that the Municipality of Buenos Aires continue to be an appointment of the President and I was opposed to all autonomy. The CABA demoted into a communist den run by Sombrilla Larreta. CFK is correct that he is now asking for the collapse of the CABA.
642,2022-08-31 12:57:33+00:00,1564960583761510400,"Las Madres de Plaza de Mayo lo saben perfectamente y lo quieren tapar, por eso me desinvitaron ayer a su programa radial. En plena dictadura 1977-1981, el medio que denunció violación a los derechos humanos y desaparecidos fue el diario derechista La Prensa.",CarlosMaslaton,263,21,,,"The Mothers of Plaza de Mayo know it perfectly well and they want to cover it up, that's why they disinvited me from their radio program yesterday. In the midst of the 1977-1981 dictatorship, the medium that denounced violations of human rights and disappearances was the right-wing newspaper La Prensa."
643,2022-08-31 01:46:49+00:00,1564791789416058880,"Es evidente que la organización Madres de Plaza de Mayo me desinvitó a su emisora radial porque ""no les cierra"" que yo sea un liberal de derecha enemigo de la dictadura cívico-militar 1976-1983, defensor de los derechos humanos y porque condeno al terrorismo de estado.",CarlosMaslaton,667,28,,,"It is evident that the organization Madres de Plaza de Mayo disinvited me from their radio station because ""it does not close"" that I am a right-wing liberal enemy of the 1976-1983 civic-military dictatorship, a defender of human rights and because I condemn terrorism of State."
644,2022-08-31 01:08:34+00:00,1564782162884304897,"Un súper reportaje por parte de Maia Kov, en este link para quien le interese, masacramos básicamente temas de la vida: https://t.co/sokbXqAWP5",CarlosMaslaton,48,2,,,"A super report by Maia Kov, in this link for those who are interested, we basically massacre life issues: https://t.co/sokbXqAWP5"
645,2022-08-30 22:44:28+00:00,1564745896763330561,"No vuelvas, no vuelvas sin razón, yo estaré a un millón de años luz, de casa...",CarlosMaslaton,1034,92,,,"Don't come back, don't come back for no reason, I'll be a million light years away from home..."
646,2022-08-30 21:59:07+00:00,1564734485849145344,"Los liberales somos anti ERP, anti Montoneros, anti Triple A, anti ESMA, anti represión terrorista de estado del Proceso, todo y en conjunto, desde siempre. No aceptamos fascismo ni guevarismo. Téngase presente.",CarlosMaslaton,860,63,,,"Liberals are anti ERP, anti Montoneros, anti Triple A, anti ESMA, anti state terrorist repression of the Process, all and together, forever. We do not accept fascism or Guevarism. Keep in mind."
647,2022-08-30 20:44:41+00:00,1564715753672253440,He sido invitado mañana a la radio de las Madres de Plaza de Mayo. Un gran honor para mi. Puteen a voluntad. Es a las 2200. Si se da voy a reivindicar a Manfred Schöenfeld y a Jesús Iglesias Rouco. Los históricos lectores de La Prensa saben por qué.,CarlosMaslaton,1322,51,,,"I have been invited tomorrow to the radio of the Mothers of the Plaza de Mayo. A great honor for me. Whore at will It is at 2200. If it happens, I will vindicate Manfred Schöenfeld and Jesús Iglesias Rouco. The historic readers of La Prensa know why."
648,2022-08-30 13:27:53+00:00,1564605828619010053,"Para los fascistas disfrazados de liberales, estilo Benegas Lynch, que aún creen que se puede prohibir al peronismo y a la izquierda, les recuerdo que toda proscripción contra la democracia legitima la insurrección y lleva lamentablemente a la guerra civil.",CarlosMaslaton,967,117,,,"For the fascists disguised as liberals, like Benegas Lynch, who still believe that Peronism and the left can be banned, I remind you that any ban against democracy legitimizes the insurrection and unfortunately leads to civil war."
649,2022-08-30 12:33:29+00:00,1564592140327477249,"Sobre Calaca Roja Espert, lo advertí hace tres años. No es político y no hace política. Formula declaraciones y hace amagues electorales para cobrar plata, de todas las fuentes posibles, pero comete el grave error de los miserables: no reparte ni un mango a la militancia.",CarlosMaslaton,1045,127,,,"About Calaca Roja Espert, I warned three years ago. He is not a politician and does not do politics. He makes statements and makes electoral feints to collect money, from all possible sources, but he makes the serious mistake of the miserable: he does not distribute a penny to the militancy."
650,2022-08-30 11:19:37+00:00,1564573550807289856,"El Cronista trata hoy sobre mi último reporte de Osaka Puerto Madero, el análisis de precios y actividad en el contexto del nuevo bull market argentino y yo advierto: seguirá alta la inflación nominal y real, pero para bien, con ingresos más alcistas aún. https://t.co/D3oElWiBNR",CarlosMaslaton,46,3,,,"Today El Cronista is discussing my latest report on Osaka Puerto Madero, the analysis of prices and activity in the context of the new Argentine bull market, and I warn you: nominal and real inflation will continue to be high, but for the better, with even higher incomes. https://t.co/D3oElWiBNR"
651,2022-08-30 02:37:32+00:00,1564442164951670785,"Entrevistado hace dos semanas en Tucumán, por Agustina Mendía y Bárbara Simón de la Fundación Federalismo y Libertad, en este link para quien le interese:

https://t.co/48LMs11PHA",CarlosMaslaton,40,5,,,"Interviewed two weeks ago in Tucumán, by Agustina Mendía and Bárbara Simón from the Fundación Federalismo y Libertad, in this link for those who are interested:

https://t.co/48LMs11PHA"
652,2022-08-29 20:43:18+00:00,1564353016765054984,"Tremendo cómo se está armando la podrida en Baghdad. Sugiero fuertemente a las cancillerías delirantes de Francia, Inglaterra y Estados Unidos de abstenerse esta vuelta de intervenir en asuntos internos árabes, porque si se meten todo va a ser para peor.",CarlosMaslaton,301,16,,,"Tremendous how the rotten is being assembled in Baghdad. I strongly suggest to the delusional foreign ministries of France, England and the United States to refrain from intervening in internal Arab affairs this time around, because if they interfere, everything will be for the worse."
